1691009262.804590861: Position, 0.687752, 0.0192185, 1.08072
 Orientation: -0.0645153, 0.0876325, 0.159502, -0.981182
1691009262.814559519: Position, 0.669556, 0.0189648, 1.07281
 Orientation: -0.11411, 0.0936524, 0.151724, -0.977337
1691009262.824650923: Position, 0.660467, 0.0175094, 1.06896
 Orientation: -0.145452, 0.0910824, 0.142735, -0.974769
1691009262.834493540: Position, 0.652591, 0.0200107, 1.06112
 Orientation: -0.0432646, 0.118536, 0.163588, -0.978426
1691009262.844553666: Position, 0.643143, 0.0208108, 1.05461
 Orientation: -0.0029023, 0.131028, 0.172424, -0.976265
1691009262.854557982: Position, 0.633614, 0.024084, 1.05156
 Orientation: 0.00127659, 0.139443, 0.163508, -0.976637
1691009262.854614553: Position, 0.623077, 0.0189228, 1.04736
 Orientation: -0.0814296, 0.120223, 0.153257, -0.97746
1691009262.864550882: Position, 0.614334, 0.0195249, 1.04193
 Orientation: -0.0604142, 0.128589, 0.160782, -0.976711
1691009262.874555659: Position, 0.604235, 0.0200412, 1.03628
 Orientation: -0.0484557, 0.13469, 0.164854, -0.975876
1691009262.884515995: Position, 0.594441, 0.0191944, 1.03167
 Orientation: -0.093163, 0.128501, 0.153491, -0.97532
1691009262.904557517: Position, 0.57409, 0.018452, 1.02027
 Orientation: -0.0947421, 0.133092, 0.144136, -0.975979
1691009262.904623093: Position, 0.564034, 0.0174307, 1.01583
 Orientation: -0.14019, 0.127081, 0.133616, -0.972802
1691009262.914574601: Position, 0.555056, 0.0186967, 1.00844
 Orientation: -0.0707751, 0.14928, 0.152637, -0.974376
1691009262.924518453: Position, 0.545809, 0.0182693, 1.001
 Orientation: -0.0626718, 0.147444, 0.160183, -0.973999
1691009262.934557944: Position, 0.534887, 0.0175945, 0.994535
 Orientation: -0.064266, 0.150984, 0.154725, -0.974235
1691009262.944549575: Position, 0.525283, 0.016608, 0.988305
 Orientation: -0.0711121, 0.151109, 0.149191, -0.974603
1691009262.954479070: Position, 0.514722, 0.0154594, 0.983259
 Orientation: -0.111159, 0.146554, 0.142291, -0.972584
1691009262.964564427: Position, 0.496074, 0.0144487, 0.967773
 Orientation: -0.0506072, 0.160522, 0.158227, -0.972952
1691009262.974536149: Position, 0.485261, 0.0127225, 0.963074
 Orientation: -0.150351, 0.136096, 0.134145, -0.969988
1691009262.994699807: Position, 0.466629, 0.0110498, 0.946575
 Orientation: -0.0730232, 0.150575, 0.148209, -0.974694
1691009263.004680585: Position, 0.447243, 0.0148235, 0.931622
 Orientation: -0.0249376, 0.161108, 0.149088, -0.975292
1691009263.034679006: Position, 0.419271, 0.00612465, 0.907901
 Orientation: -0.103907, 0.138203, 0.139468, -0.975014
1691009263.044557294: Position, 0.409106, 0.00416674, 0.899521
 Orientation: -0.122902, 0.125974, 0.129121, -0.975886
1691009263.054486386: Position, 0.399976, 0.00551849, 0.888031
 Orientation: -0.0318543, 0.144376, 0.151261, -0.977374
1691009263.054556274: Position, 0.389941, 0.00723934, 0.880698
 Orientation: -0.0308618, 0.144288, 0.141253, -0.978916
1691009263.064550402: Position, 0.381341, 0.00290862, 0.87047
 Orientation: -0.0326035, 0.137672, 0.145805, -0.979145
1691009263.074521388: Position, 0.371266, 0.00328826, 0.8615
 Orientation: -0.0325825, 0.132479, 0.147014, -0.979681
1691009263.084448842: Position, 0.362875, 0.00495991, 0.854158
 Orientation: -0.0322751, 0.140866, 0.125662, -0.981491
1691009263.114567170: Position, 0.327022, -0.00572303, 0.819296
 Orientation: -0.172405, 0.0809679, 0.0954428, -0.977042
1691009263.154524079: Position, 0.2839, -0.00723503, 0.767162
 Orientation: -0.0794376, 0.0755442, 0.0974776, -0.989182
1691009263.164501326: Position, 0.27676, -0.0101347, 0.758868
 Orientation: -0.137242, 0.0530691, 0.0776942, -0.986059
1691009263.174554229: Position, 0.269089, -0.0104979, 0.74809
 Orientation: -0.120218, 0.0555474, 0.0792666, -0.988018
1691009263.204580497: Position, 0.245724, -0.0145039, 0.717537
 Orientation: -0.152698, 0.0251273, 0.0605944, -0.986093
1691009263.204644236: Position, 0.238979, -0.0125463, 0.704345
 Orientation: -0.0468177, 0.0482231, 0.0763279, -0.994815
1691009263.214539801: Position, 0.231464, -0.00812929, 0.694292
 Orientation: -0.0170133, 0.0650974, 0.0579251, -0.996051
1691009263.224582276: Position, 0.224632, -0.0140579, 0.683198
